Name,URL,Type,Location,Address,Cuisines,Cost_for_Two,Timings,Rating,Votes
"Foodies Express ",https://www.zomato.com/bangalore/foodies-express-electronic-city,Quick Bites,Electronic City,"4, Near TCS, 2nd Phase, Fruit Market Road, Electronic City, Bangalore","Chinese, North Indian",₹600,"11:30AM to 10:30PM (Mon-Sun) ","3.3 ",78 votes
"Wangs Kitchen ",https://www.zomato.com/bangalore/wangs-kitchen-bannerghatta-road,Casual Dining,Bannerghatta Road,"Ground Floor, 148/1 and 148/2, Near HSBC, Bannerghatta Road, Bangalore",Chinese,₹700,"11AM to 11PM (Mon-Sun) ","2.8 ",93 votes
"Al Falah ",https://www.zomato.com/bangalore/al-falah-yelahanka,Quick Bites,Yelahanka,"155, LIG, 4th Phase, CGS 707, Near Government School, New Town, Yelahanka, Bangalore","Biryani, North Indian",₹350,"10AM to 10PM (Mon-Sun) ","3.0 ",12 votes
"Punjabi Charchay ",https://www.zomato.com/bangalore/punjabi-charchay-kr-puram,Quick Bites,KR Puram,"7, Anurhh Arcade, Hoodi Road, Kodigehalli Road, KR Puram, Bangalore","North Indian, Chinese",₹400,"11AM to 3:30PM, 6:30PM to 11PM (Mon-Sun) ","3.1 ",11 votes
"Scottish Pub ",https://www.zomato.com/bangalore/scottish-pub-st-marks-road,Bar,St. Marks Road,"17/21, Vasavi Complex, St. Marks Road, Bangalore",Finger Food,₹600,"11AM to 11PM (Mon-Sun) ","3.5 ",155 votes
"Samovar ",https://www.zomato.com/bangalore/samovar-kammanahalli,Casual Dining,Kammanahalli,"29, 3rd M Main,1st Cross, Ramahia Layout, Kammanahalli, Bangalore","Kerala, South Indian",₹600,"11AM to 11PM (Mon-Sun) ","3.4 ",77 votes
"Call A Cake ",https://www.zomato.com/bangalore/call-a-cake-btm,,BTM,"174, Keerthana House, Near Someshwara Temple, Old Madiwala, 1st Stage, BTM, Bangalore",Bakery,₹500,"24 Hours (Mon-Sun) ","3.2 ",7 votes
"Khanasutra ",https://www.zomato.com/bangalore/khanasutra-jp-nagar,,JP Nagar,"3rd Floor, Sai Shree Building, 82, Opposite Nilgiris Supermarket, Gottigere Kengeri Road, 8th Phase, JP Nagar, Bangalore","North Indian, South Indian, Continental",₹500,"Closed (Mon),1PM to 4:30PM, 6PM to 9PM (Tue-Sun) ","3.2 ",11 votes
"NY Pizza &Waffles ",https://www.zomato.com/bangalore/ny-pizza-waffles-electronic-city,Quick Bites,Electronic City,"34/2A, Govindhaschetty Palya Main Road, Kamadhenu Layout, Electronic City Phase II, Electronic City, Bangalore","American, Desserts, Pizza",₹400,"12Noon to 11PM (Mon-Sun) ","3.2 ",27 votes
"Sangeeta Restaurant ",https://www.zomato.com/bangalore/sangeeta-restaurant-sahakara-nagar,Quick Bites,Sahakara Nagar,"8th Cross Road, Park View Layout, Byatarayanapura, Sahakara Nagar, Bangalore","Street Food, Chinese",₹300,"9AM to 10PM (Mon-Sun) ","3.2 ",11 votes
"Food Springs ",https://www.zomato.com/bangalore/food-springs-jayanagar,Quick Bites,Jayanagar,"559, 32nd Cross, 10th A Main, 4th Block, Jayanagar, Bangalore","South Indian, Chinese",₹400,"Closed (Mon),12Noon to 3:30PM, 6PM to 10:30PM (Tue-Sun) ","3.7 ",181 votes
"NH-1 ",https://www.zomato.com/bangalore/nh-1-bellandur,Casual Dining,Bellandur,"1134, Green Glen Layout, Near Sobha Club House, Bellandur, Bangalore",North Indian,₹550,"7PM to 10:30PM (Mon),12Noon to 3:30PM, 7PM to... ","3.6 ",258 votes
"Gundappa Donne Biryani Mane ",https://www.zomato.com/bangalore/gundappa-donne-biryani-mane-nagawara,Quick Bites,Nagawara,"3rd Cross, Chalukya Layout, Opposite Manesar Tech Park, Next To SBI Bank, Nagawara, Bangalore","Biryani, Chinese, South Indian",₹250,"Closed (Mon),12Noon to 10:30PM (Tue-Sun) ","3.1 ",6 votes
"Odisha Platter ",https://www.zomato.com/bangalore/odisha-platter-marathahalli,Quick Bites,Marathahalli,"Manjunatha Layout, Thubarahalli, Munnekollal, Marathahalli, Bangalore",Oriya,₹350,"8AM to 11PM (Mon-Sun) ","3.0 ",12 votes
"Biriyaniz ",https://www.zomato.com/bangalore/biriyaniz-hsr,,HSR,"21, Shop 4. 1st main road, Vinayaka Nagar, Sector 6, HSR, Bangalore","North Indian, Chinese, Biryani",₹350,"11:30AM to 3:30PM, 6:30PM to 10:30PM... ","3.5 ",74 votes
"Shetty's Kitchen ",https://www.zomato.com/bangalore/shettys-kitchen-bannerghatta-road,Quick Bites,Bannerghatta Road,"Sir M Visveswaraya Road, Kutappa Garden, Mulki Sundar Ram Shetty Nagar, Bilekahalli, Bannerghatta Road, Bangalore",Mangalorean,₹300,"11:30AM to 3:30PM, 6:30PM to 10:30PM (Mon-Sun) ","3.1 ",25 votes
"Indian Paratha Factory ",https://www.zomato.com/bangalore/indian-paratha-factory-hsr,Quick Bites,HSR,"225, 12th Cross, 17th B Main, Sector 4, HSR, Bangalore",North Indian,₹200,"9AM to 11PM (Mon-Sun) ","2.7 ",95 votes
"Vindu ",https://www.zomato.com/bangalore/vindu-jayanagar,Casual Dining,Jayanagar,"310, 9th Main Road, 5th Block, Jayanagar, Bangalore","Andhra, North Indian",₹700,"11:30AM to 3:30PM, 6PM to 11:30PM (Mon-Sun) ","3.4 ",207 votes
"One Chu Restaurant ",https://www.zomato.com/bangalore/one-chu-restaurant-airport-road,Casual Dining,Old Airport Road,"7, Ground Floor, opposite BESCOM Office, Konenan Agrahara, Old Airport Road, Bangalore",Chinese,₹450,"12Noon to 3:30PM, 7PM to 10:45PM (Mon-Sun) ","3.5 ",238 votes
"The Deli - The Den Bengaluru ",https://www.zomato.com/bangalore/the-deli-the-den-bengaluru-itpl-main-road-whitefield,Bakery,"The Den, Whitefield","ITPL Main Road, KIADB Export Promotion Industrial Area, ITPL Main Road, Whitefield","Continental, American, Fast Food, Desserts, North Indian, Bakery, Finger Food",₹600,"10AM to 10PM (Mon-Sun) ","3.0 ",6 votes
"Hunger Buds ",https://www.zomato.com/bangalore/hunger-buds-btm,Casual Dining,BTM,"31st Main, Second Stage, BTM, Bangalore","North Indian, Chinese",₹500,"9AM to 12Midnight (Mon-Sun) ","NEW ",
"Tandoor Box ",https://www.zomato.com/bangalore/tandoor-box-whitefield,Quick Bites,Whitefield,"G16, The Arcade Brigade Metropolis, Mahadevapura, Whitefield, Bangalore","Mughlai, North Indian, Fast Food",₹400,"12Noon to 4PM, 5PM to 10:30PM (Mon-Sun) ","3.6 ",117 votes
"Rocket Pizza & Grill ",https://www.zomato.com/bangalore/rocket-pizza-grill-kalyan-nagar,Casual Dining,Kalyan Nagar,"1st Floor, V P Plaza, 4th Cross, 2nd Block, Kalyan Nagar, Bangalore","Mediterranean, Italian, Pizza, Moroccan",₹500,"8AM to 11PM (Mon-Sun) ","3.6 ",99 votes
"Deshi Fusion Pizza ",https://www.zomato.com/bangalore/deshi-fusion-pizza-old-madras-road,,Old Madras Road,"23, New Binnamangala, 1st Stage, Old Madras Road, Bangalore","Pizza, Italian, Chinese, Rolls, Biryani, Fast Food",₹750,"7PM to 4AM (Mon-Sun) ","3.4 ",47 votes
"Blue Berry Restaurant ",https://www.zomato.com/bangalore/blue-berry-restaurant-bellandur,Casual Dining,Bellandur,"56, Kariyammana Agrahara Road, Near Sakra Hospital, Bellandur, Bangalore","North Indian, Kerala, Chinese",₹600,"7AM to 11PM (Mon-Sun) ","3.4 ",15 votes
"Homely Curries & Pickles ",https://www.zomato.com/bangalore/homely-curries-pickles-btm,Quick Bites,BTM,"1204, 2nd Main, Tavarekere Extension, Maruthi Nagar, BTM, Bangalore","Biryani, Andhra",₹300,"12Noon to 4PM, 7PM to 11PM (Mon-Sun) ","3.1 ",8 votes
"Driven Cafe ",https://www.zomato.com/bangalore/driven-cafe-residency-road,Café,Residency Road,"41/42, Residency Road, Bangalore Shanthala Nagar, Ashok Nagar, Residency Road","Cafe, Fast Food",₹600,"7AM to 1AM (Mon-Sun) ","3.6 ",65 votes
"Spurthi Foods ",https://www.zomato.com/bangalore/spurthi-foods-btm,,BTM,"2/991, 2nd Cross, 3rd Main, 1st Block, Devarachikkanahalli, BTM Layout 4th Stage",Andhra,₹300,"12Noon to 11AM (Mon),12Noon to 4PM, 7PM to 11PM... ","2.9 ",9 votes
"Just Fresh Point ",https://www.zomato.com/Just-Fresh-Point-Bangalore,Quick Bites,Electronic City,"Club House, Concorde Manhattan Apartment, Near Wipro Gate-16, Electronic City, Bangalore","Street Food, American, Sandwich, Fast Food, Beverages, Burger, Desserts, Pizza",₹300,"7:30AM to 10PM (Mon-Sun) ","3.7 ",90 votes
"Food Zone ",https://www.zomato.com/bangalore/food-zone-basaveshwara-nagar,Casual Dining,Basaveshwara Nagar,"44, Kuvempu Complex, Havanur Circle, Behind Jyothis, 2nd Cross, 3rd Stage, Basaveshwara Nagar, Bangalore","North Indian, Chinese",₹400,"11AM to 11PM (Mon-Sun) ","3.2 ",75 votes
"Sanjeevini Veg ",https://www.zomato.com/bangalore/sanjeevini-veg-electronic-city,Quick Bites,Electronic City,"12th Cross Road, Neeladri Nagar, Phase 1, Electronic City, Bangalore",South Indian,₹200,"7AM to 10PM (Mon-Sun) ","3.4 ",21 votes
"Divina - Eden Park Restaurants ",https://www.zomato.com/bangalore/divina-eden-park-restaurants-jayanagar,Dessert Parlor,Eden Park Restaurants,"Eden Park Restaurants, 722/2, 36th Cross, 10th 'A' Main, Near Telephone Exchange, 4th Block, Jayanagar, Bangalore",Desserts,₹400,"10AM to 11PM (Mon-Sun) ","3.6 ",118 votes
"Hotel New Karthik ",https://www.zomato.com/bangalore/hotel-new-karthik-1-rajarajeshwari-nagar,Quick Bites,Rajarajeshwari Nagar,"478, Mylsandra, Global Back Gate, Rajarajeshwari Nagar, Bangalore",South Indian,₹150,"8AM to 12:30PM, 6:30PM to 11PM (Mon-Sun) ","NEW ",
"Ragi Nadu ",https://www.zomato.com/bangalore/ragi-nadu-1-electronic-city,Quick Bites,Electronic City,"1,Opposite Surya City Phase 1, Near Karanataka Bank, Anekal Main Road, Chandapura, Electronic City, Bangalore","South Indian, Biryani, Chinese",₹450,"7AM to 10:30PM (Mon-Sun) ","NEW ",
"Gowdrumane Baadoota ",https://www.zomato.com/bangalore/gowdrumane-baadoota-banashankari,Casual Dining,Banashankari,"43,Sowbhagya Arcade, Kathriguppe Main Road, Opposite Thyagaraja Co-Operative Bank, 3rd Stage, Banashankari, Bangalore",South Indian,₹400,"Closed (Mon),12Noon to 4PM, 7PM to 10:30PM... ","NEW ",
"Sardar Ki Pav Bhajji ",https://www.zomato.com/bangalore/sardar-ki-pav-bhajji-malleshwaram-bangalore,,Malleshwaram,"Venkata Ranga Iyengar Road, Vyalikaval, Malleshwaram West, Bangalore",Street Food,₹100,"11AM to 10PM (Mon-Sun) ","NEW ",
"The Courtyard - Hotel Evoma ",https://www.zomato.com/bangalore/the-courtyard-hotel-evoma-kr-puram,Casual Dining,Hotel Evoma,"Evoma, 14, Bhattarahalli, Near Garden City College, Old Madras Road, KR Puram, Bangalore","Chinese, Continental, North Indian","₹1,000","7AM to 10AM, 12:30PM to 11PM (Mon-Sun) ","3.3 ",51 votes
"Rishi's Paratha Plaza ",https://www.zomato.com/bangalore/rishis-paratha-plaza-sanjay-nagar,Quick Bites,Sanjay Nagar,"101, Krishna Complex, RMV 2 Stage, Sanjay Nagar, Bangalore",North Indian,₹250,"Closed (Mon),11AM to 11PM (Tue-Sun) ","3.5 ",166 votes
"Caramba Strikers Sports Bar & Lounge ",https://www.zomato.com/bangalore/caramba-strikers-sports-bar-lounge-shanti-nagar,Bar,Shanti Nagar,"90, Opposite KSRTC, K H Road, Double Road, Office, Shanti Nagar, Bangalore","Continental, North Indian, Chinese","₹1,200","11AM to 12Midnight (Mon-Sun) ","3.5 ",32 votes
"SLV Refreshments ",https://www.zomato.com/bangalore/slv-refreshments-kumaraswamy-layout,Quick Bites,Kumaraswamy Layout,"722, Opposite Police Station, 14th Main, Kumaraswamy Layout, Bangalore",South Indian,₹100,"6:30AM to 8PM (Mon-Sun) ","3.4 ",34 votes
"Not Just Waffles ",https://www.zomato.com/bangalore/not-just-waffles-1-brookefield,Dessert Parlor,Brookefield,"518, V V Arcade, 1st Main Road, AECS Layout, B Block, Kundalahalli, Brookefield, Bangalore",Desserts,₹300,"12Noon to 11PM (Mon-Sun) ","NEW ",
"Cafe Arabica ",https://www.zomato.com/bangalore/cafe-arabica-frazer-town,"Quick Bites,Bakery",Frazer Town,"56, Mosque Road, Frazer Town, Bangalore","Cafe, Bakery",₹700,"9AM to 12Midnight (Mon-Sun) ","3.8 ",115 votes
"Kadalu Sea Food Restaurant ",https://www.zomato.com/bangalore/kadalu-sea-food-restaurant-vijay-nagar,Casual Dining,Vijay Nagar,"36, 2nd Main, RPC Layout, Vijay Nagar, Bangalore","Seafood, Chinese",₹500,"11AM to 11:30PM (Mon-Sun) ","NEW ",
"Paranda - Taj Yeshwantpur ",https://www.zomato.com/bangalore/paranda-taj-yeshwantpur-yeshwantpur,Casual Dining,Taj Yeshwantpur,"Taj Yeshwantpur, 2275 Tumkur Road, Yeshwantpur, Bangalore",North Indian,"₹1,800","12:30PM to 2:45PM, 7:30PM to 11:30PM (Mon-Sun) ","3.8 ",155 votes
"Swaadishta Restaurant ",https://www.zomato.com/bangalore/swaadishta-restaurant-sadashiv-nagar,Casual Dining,Sadashiv Nagar,"56/A, 1st Main Road, Lower Palace Orchards, Bhasham Circle, Sadashiv Nagar, Bangalore","Andhra, North Indian, Chinese, Mangalorean",₹750,"11:30AM to 3PM, 6:30PM to 10:30PM (Mon-Sun) ","2.5 ",48 votes
"Tingling Spice - Hotel Marks Grandeur ",https://www.zomato.com/bangalore/tingling-spice-hotel-marks-grandeur-yeshwantpur,Casual Dining,"Hotel Marks Grandeur ","6/1, Tumkur Road, Next to RNS Motors, Yeshwantpur, Bangalore","North Indian, Continental, Andhra",₹800,"7AM to 10:30AM, 12Noon to 3:30PM, 7PM to 11PM (Mon... ","3.4 ",33 votes
"Kabab Mirchi ",https://www.zomato.com/bangalore/kabab-mirchi-marathahalli,Quick Bites,Marathahalli,"21/1 58, Car Mansion, Marathahalli Main Road, Marathahalli, Bangalore","North Indian, Mughlai, Chinese",₹350,"11AM to 11PM (Mon-Sun) ","2.9 ",52 votes
"Flavours Radha Hometel ",https://www.zomato.com/bangalore/flavours-radha-hometel-whitefield,Casual Dining,Radha Hometel,"136/137, EPIP Industrial Area, Whitefield, Bangalore","North Indian, Continental, Chinese, South Indian",₹800,"7AM to 10:30AM, 12:30PM to 2:45PM, 7PM to 10:45PM... ","2.6 ",154 votes
"Kava - Fairfield by Marriott ",https://www.zomato.com/bangalore/kava-fairfield-by-marriott-bellandur,Casual Dining,Courtyard & Fairfield by Marriott,"Fairfield by Marriott, Marathahalli - Sarjapur Outer Ring Road, Bellandur, Bangalore","North Indian, South Indian, Continental","₹1,500","6AM to 11PM (Mon-Sun) ","3.4 ",114 votes
"Yes Yes Hotel ",https://www.zomato.com/bangalore/yes-yes-hotel-kr-puram,Quick Bites,KR Puram,"Garden City College Road, TC Palya, Opposite Rainbow Hospital, KR Puram, Bangalore","North Indian, Chinese",₹250,"12Noon to 11PM (Mon-Sun) ","2.7 ",15 votes
"Vishnu Garden ",https://www.zomato.com/bangalore/vishnu-garden-rt-nagar,Quick Bites,RT Nagar,"335, RT Nagar main road, Near Post office, RT Nagar, Bangalore",South Indian,₹300,"9AM to 10PM (Mon-Sun) ","3.3 ",35 votes
"The Mint Resto Bar ",https://www.zomato.com/bangalore/the-mint-resto-bar-marathahalli,"Casual Dining,Bar",Marathahalli,"38/3, Opposite EMC 2, Doddanekkundi ORR, Marathahalli, Bangalore","North Indian, Chinese, Andhra","₹1,000","11AM to 12Midnight (Mon-Sun) ","2.6 ",46 votes
"The Oriental Spice - Ashraya Hotel ",https://www.zomato.com/bangalore/the-oriental-spice-ashraya-hotel-infantry-road,Casual Dining,"Ashraya Hotel, Infantry Road","Ashraya Hotel, 149, Infantry Road, Bangalore","Chinese, Thai, Indonesian","₹1,300","11AM to 3:30PM, 7PM to 11PM (Mon-Sun) ","3.4 ",157 votes
"Bob's Restaurant ",https://www.zomato.com/bangalore/bobs-restaurant-jeevan-bhima-nagar,Casual Dining,Jeevan Bhima Nagar,"494, Star Manor, 8th Cross, Jeevan Bhima Nagar, Bangalore","North Indian, Chinese",₹500,"12Noon to 3PM, 7:30PM to 10:30PM (Mon),12:30PM to... ","3.7 ",275 votes
"Sri Sai Mango Tree Restaurant ",https://www.zomato.com/bangalore/sri-sai-mango-tree-restaurant-bellandur,Casual Dining,Bellandur,"1099/833-1, Ground Floor, Sai Durga Enclave, Marathahalli-Sarjapur Outer Ring Road","North Indian, Biryani, Chinese",₹600,"11AM to 11PM (Mon-Sun) ","2.9 ",292 votes
"Anu Momos Chinese Kitchen ",https://www.zomato.com/bangalore/anu-momos-chinese-kitchen-1-kammanahalli,Quick Bites,Kammanahalli,"8, Park Road, Chowrappa Layout, St. Thomas Town, Kammanahalli, Bangalore","Chinese, Thai",₹450,"11AM to 11PM (Mon-Sun) ","3.0 ",45 votes
"Sai Baba Restaurant ",https://www.zomato.com/bangalore/sai-baba-restaurant-rajarajeshwari-nagar,Casual Dining,Rajarajeshwari Nagar,"18, Global Village Back Gate, Mallasandra, Rajarajeshwari Nagar, Bangalore","North Indian, Chinese, Biryani",₹400,"11:45AM to 3PM (Mon),11:45AM to 3PM, 7PM to 10PM... ","2.8 ",87 votes
"The Farm House Bar n Grill ",https://www.zomato.com/bangalore/the-farm-house-bar-n-grill-whitefield,"Casual Dining,Bar",Whitefield,"136, SAP Labs India, KIADB Export Promotion Industrial Area, Whitefield, Bangalore","North Indian, Continental",₹800,"11AM to 11:30PM (Mon-Sun) ","NEW ",
"Fillers ",https://www.zomato.com/bangalore/fillers-1-btm,Quick Bites,BTM,"13(29), 2nd Cross, Opposite St. John's Wood Apartment, Taverekere Main Road, BTM, Bangalore","North Indian, Fast Food",₹250,"8AM to 12:30AM (Mon, Tue, Thu, Fri, Sat, Sun)... ","3.3 ",47 votes
"Little Cafe ",https://www.zomato.com/bangalore/little-cafe-6-basavanagudi,Casual Dining,Basavanagudi,"21,National High School Road,VV Puram, Basavanagudi, Bangalore","North Indian, Chinese, Italian",₹500,"11AM to 11PM (Mon-Sun) ","3.1 ",26 votes
"The Frozen ",https://www.zomato.com/bangalore/the-frozen-basavanagudi,Dessert Parlor,Basavanagudi,"33, Mallikarjuna Temple Street, D V G Main Road, Basavanagudi, Bengaluru.","Desserts, Ice Cream, Fast Food",₹300,"4:30AM to 11PM (Mon),11:30AM to 11PM (Tue-Sun) ","3.5 ",56 votes
"ZZABAR ",https://www.zomato.com/bangalore/zzabar-new-bel-road,,New BEL Road,"20, Opposite MSR Vidya Niketan School, First Main Road, MSR Nagar, Mathikere, New BEL Road, Bangalore","Italian, Pizza",₹600,"1PM to 3PM, 6PM to 11PM (Mon-Sun) ","3.3 ",19 votes
"Potli Swad Ki ",https://www.zomato.com/bangalore/potli-swad-ki-bellandur,Quick Bites,Bellandur,"Near Saibaba Temple, Green Glen Layout, Bellandur, Bangalore","North Indian, Street Food",₹300,"7:30AM to 10:30PM (Mon-Sun) ","3.2 ",12 votes
"C. K. Mega Hot Food ",https://www.zomato.com/bangalore/c-k-mega-hot-food-btm,Quick Bites,BTM,"16th Main, BTM layout, BTM, Bangalore",Chinese,₹300,"2PM to 10:30PM (Mon-Sun) ","2.8 ",23 votes
"Wahab ",https://www.zomato.com/bangalore/wahab-jayanagar,Quick Bites,Jayanagar,"28/29, 9th Main Road, 3rd Block, Jayanagar, Bangalore","North Indian, Mughlai, Chinese",₹350,"12Noon to 11:30PM (Mon-Sun) ","3.5 ",35 votes
"Anna Kuteera ",https://www.zomato.com/bangalore/anna-kuteera-st-marks-road,Casual Dining,St. Marks Road,"14, St. Marks Road, Bangalore","South Indian, North Indian, Chinese",₹400,"8AM to 10PM (Mon-Sat),Closed (Sun) ","3.4 ",33 votes
"Krish Punjabi Kitchen ",https://www.zomato.com/bangalore/krish-punjabi-kitchen-1-thippasandra,Quick Bites,Thippasandra,"59, 3RD Cross 515 Colony, HAL 3rd Stage, Thippasandra, Bangalore",North Indian,₹500,"12Noon to 3:30PM, 7PM to 11PM (Mon-Sun) ","3.1 ",6 votes
"Andhra Kafe ",https://www.zomato.com/bangalore/andhra-kafe-whitefield,Casual Dining,Whitefield,"Opposite Prestige Shantiniketan, Hoodi Village, ITPL Main Road, Whitefield, Bangalore",Andhra,₹500,"11AM to 11PM (Mon-Sun) ","3.4 ",120 votes
"Swaadpurna ",https://www.zomato.com/bangalore/swaadpurna-jeevan-bhima-nagar,Casual Dining,Jeevan Bhima Nagar,"L-10, Opposite NAL Quarters, Sector 11,10th Main, LIC colony, Jeevan Bhima Nagar","North Indian, South Indian, Chinese, Biryani",₹450,"12Midnight to 3:30AM, 10:30AM to 12Midnight (Mon... ","3.2 ",20 votes
"The Shack ",https://www.zomato.com/bangalore/the-shack-jalahalli,Casual Dining,Jalahalli,"Janapriya Apartments, Hesarghatta Main Road, Jalahalli, Bangalore","North Indian, Chinese, Goan",₹550,"8AM to 10:30PM (Mon-Sun) ","2.9 ",32 votes
"Deccan Spice ",https://www.zomato.com/bangalore/deccan-spice-jp-nagar,Casual Dining,JP Nagar,"4, Sai Arcade,1st Floor, Wilson Garden Society, Kothnur Main Road, 7th Phase, JP Nagar, Bangalore","North Indian, South Indian",₹500,"11AM to 4PM, 7PM to 10:30PM (Mon-Sun) ","3.1 ",40 votes
"Kanti Sweets ",https://www.zomato.com/bangalore/kanti-sweets-indiranagar,"Dessert Parlor,Quick Bites",Indiranagar,"7, 2nd Stage, CMH Road, Indiranagar, Bangalore","Mithai, Street Food",₹200,"8:30AM to 10:30PM (Mon-Sun) ","3.4 ",60 votes
"Fujan ",https://www.zomato.com/bangalore/fujan-frazer-town,Casual Dining,Frazer Town,"68, MM Road, Near Mosque, Frazer Town, Bangalore",Chinese,₹550,"12Noon to 3PM, 7PM to 11PM (Mon-Sun) ","3.0 ",37 votes
"Sizzling Szechuan ",https://www.zomato.com/bangalore/sizzling-szechuan-rammurthy-nagar,Casual Dining,Rammurthy Nagar,"13 & 14, T C Palya Main Road, Next Bharath Petrol Bunk, Hoysala Nagar, Ramamurthy Nagar","Chinese, Thai",₹850,"11AM to 11PM (Mon-Sun) ","3.5 ",162 votes
"Delhi Restaurant ",https://www.zomato.com/bangalore/delhi-restaurant-whitefield,Casual Dining,Whitefield,"84, Near Itpl Main Gate, Next To Taj Vivanta, Whitefield, Bangalore","North Indian, Mughlai, Chinese",₹350,"11AM to 4PM, 7PM to 11PM (Mon-Sun) ","3.2 ",162 votes
"Pathy's Kitchen ",https://www.zomato.com/bangalore/pathys-kitchen-indiranagar,Quick Bites,Indiranagar,"49/1, 14th A Cross, 2nd Stage, Indiranagar, Bangalore",Andhra,₹500,"11AM to 11PM (Mon-Sun) ","NEW ",
"Kolkata Famous Katti Rolls ",https://www.zomato.com/bangalore/kolkata-famous-katti-rolls-btm,,BTM,"Salarpuria tower #22, Near Big Bazar, Koramangala Industrial Layout, BTM, Bangalore","Fast Food, Rolls",₹150,"2PM to 10:30PM (Mon-Sun) ","NEW ",
